Title,MRP(Rs.),Savings(%),Price(Rs.),Brand,Model,Capacity,Annual Energy Consumption,Date,Link
"Voltas 1.5 Ton 5 Star, Inverter Window AC",49990.0,29%,35499.0,Voltas,185V Vertis Elite,1.5 Tons,1843.25 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-Inverter-Window-Copper/dp/B0BBFX3S2L/ref=sr_1_24?qid=1681800303&s=kitchen&sr=1-24
Blue Star 1.5 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC,62250.0,42%,35990.0,Blue Star,IA318FNU,1.5 Tons,573.05 kWh,18-04-2023,https://amazon.in/Blue-Star-Inverter-Convertible-IA318FNU/dp/B09RG2SZVX/ref=sr_1_25?qid=1681800303&s=kitchen&sr=1-25
Cruise 1.5 Ton 3 Star Inverter Split AC with 7-Stage Air Filtration,52900.0,45%,28999.0,Cruise,CWCVBG-VQ1W183,1.5 Tons,1002.84 kWh,18-04-2023,https://amazon.in/Cruise-Inverter-Filtration-CWCVBG-VQ1W183-Dehumidifier/dp/B094752MJ5/ref=sr_1_26?qid=1681800303&s=kitchen&sr=1-26
Samsung 1 Ton 5 Star Inverter Split AC,57990.0,36%,36999.0,Samsung,AR12CY5ZAGD,1 Tons,481.43 kWh,18-04-2023,https://amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR12CY5ZAGD/dp/B0BSGSCNV9/ref=sr_1_27?qid=1681800659&s=kitchen&sr=1-27
Blue Star 1.5 Ton 5 Star Fixed Speed Window AC,44500.0,21%,34999.0,Blue Star,WFA518LN,1.5 Tons,492.75 kWh,18-04-2023,https://amazon.in/Blue-Star-Window-Copper-WFA518LN/dp/B09RTGPRK7/ref=sr_1_29?qid=1681800659&s=kitchen&sr=1-29
"Godrej 1.5 Ton 5 Star 5-In-1 Convertible, Inverter Split AC",54900.0,32%,37490.0,Godrej,AC 1.5T EI 18IINV5R32 WWA,1.5 Tons,765.86 kWh,18-04-2023,https://amazon.in/Godrej-Convertible-1-5T-18IINV5R32-WWA/dp/B0BP7SY16R/ref=sr_1_30?qid=1681800659&s=kitchen&sr=1-30
Haier 1.5 Ton 3 Star Inverter Split AC,64000.0,48%,32999.0,Haier,HSU17V-TMS3BE-INV,1.5 Tons,337.71 kWh,18-04-2023,https://amazon.in/Haier-Inverter-Copper-Antibacterial-HSU17V-TMS3BE-INV/dp/B0BSFRD38D/ref=sr_1_31?qid=1681800659&s=kitchen&sr=1-31
LG 1.5 Ton 2 Star DUAL Inverter Split AC,62990.0,47%,33490.0,LG,RS-Q18ZNVE,1.5 Tons,962.65 kWh,18-04-2023,https://amazon.in/LG-Convertible-Anti-virus-Protection-RS-Q18ZNVE/dp/B0BPYKMM2M/ref=sr_1_32?qid=1681800659&s=kitchen&sr=1-32
LG 1.5 Ton 4 Star AI DUAL Inverter Split AC,71990.0,41%,42490.0,LG,RS-Q19ENYE1,1.5 Tons,837.55 kWh,18-04-2023,https://amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19ENYE1/dp/B0BQM6SPBH/ref=sr_1_34?qid=1681800659&s=kitchen&sr=1-34
Blue Star 1 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC,51500.0,37%,32690.0,Blue Star,IA312YNU,1 Tons,704.42 kWh,18-04-2023,https://amazon.in/Blue-Star-Convertible-Stabalizer-IA312YNU/dp/B0BQW6V8RZ/ref=sr_1_35?qid=1681800659&s=kitchen&sr=1-35
"Godrej 1 Ton 5 Star, 5-In-1 Convertible Cooling, Inverter Split AC",49900.0,34%,32990.0,Godrej,AC 1T EI 12TINV5R32-GWA Split,1 Tons,524.03 kWh,18-04-2023,https://amazon.in/Godrej-Convertible-Split-12TINV5R32-GWA-12TINV5R32-RWB/dp/B0BN4695FS/ref=sr_1_36?qid=1681800659&s=kitchen&sr=1-36
Samsung 1.5 Ton 5 Star Inverter Split AC,72990.0,42%,42499.0,Samsung,AR18CYNZABE,1.5 Tons,1 kWh,18-04-2023,https://amazon.in/Samsung-Inverter-Convertible-Anti-Bacteria-AR18CYNZABE/dp/B0BRQD9Y92/ref=sr_1_37?qid=1681800659&s=kitchen&sr=1-37
Lloyd 1.5 Ton 5 Star Fixed Speed Window AC,54990.0,40%,32800.0,Lloyd,GLW18C5XWGMR,1.5 Tons,1072.14 kWh,18-04-2023,https://amazon.in/Lloyd-Window-Copper-Silver-GLW18C5XWGMR/dp/B0BRKYDWS5/ref=sr_1_38?qid=1681800659&s=kitchen&sr=1-38
Panasonic 1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC,59400.0,31%,40990.0,Panasonic,CS/CU-NU18YKY4W,1.5 Tons,876.76 kWh,18-04-2023,https://amazon.in/Panasonic-Convertible-additional-Purification-CU-NU18YKY4W/dp/B0BRHZVBN1/ref=sr_1_39?qid=1681800659&s=kitchen&sr=1-39
Carrier 2 Ton 5 Star AI Flexicool Inverter Split AC,91690.0,42%,52990.0,Carrier,CAI24ES5R33F0,2 Tons,920.55 kWh,18-04-2023,https://amazon.in/Carrier-Flexicool-Convertible-Filtration-CAI24ES5R33F0/dp/B0BR58NG48/ref=sr_1_41?qid=1681800659&s=kitchen&sr=1-41
Samsung 1.5 Ton 3 Star Wind-Free Technology Inverter Split AC,61990.0,39%,37699.0,Samsung,AR18CYLAMWK,1.5 Tons,1 kWh,18-04-2023,https://amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CYLAMWK/dp/B0BRQDGFL8/ref=sr_1_43?qid=1681800659&s=kitchen&sr=1-43
Blue Star 1 Ton 3 Star Fixed Speed Window AC,49990.0,41%,29345.0,Blue Star,WFB312LN,1 Tons,828.29 kWh,18-04-2023,https://amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFB312LN/dp/B0BDMT2MXS/ref=sr_1_44?qid=1681800659&s=kitchen&sr=1-44
"Voltas 1.5 Ton 3 Star, Inverter Window AC",46990.0,33%,31499.0,Voltas,183V Vertis Elite,1.5 Tons,1277.5 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-Inverter-Window-Copper/dp/B0BBFW95RD/ref=sr_1_45?qid=1681800659&s=kitchen&sr=1-45
"Voltas 2 Ton 3 Star, Inverter Split AC",79990.0,40%,47999.0,Voltas,243V Vectra Elite,2 Tons,2190.0 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFTT3YL/ref=sr_1_46?qid=1681800659&s=kitchen&sr=1-46
Carrier 2 Ton 3 Star AI Flexicool Inverter Split AC,80890.0,40%,48490.0,Carrier,CAI24ES3R32F0,2 Tons,1249.82 kWh,18-04-2023,https://amazon.in/Carrier-Inverter-Split-Copper-Flexicool/dp/B0B67S3TXP/ref=sr_1_47?qid=1681800659&s=kitchen&sr=1-47
"Voltas 0.8 Ton 3 Star, Inverter Split AC",54990.0,50%,27490.0,Voltas,103V Vectra Elite,0.8 Tons,992.8 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-103V-Vectra-Elite/dp/B0BSLKLG4L/ref=sr_1_48?qid=1681800659&s=kitchen&sr=1-48
Blue Star 1.5 Ton 3 Star Fixed Speed Window AC,39500.0,22%,30900.0,Blue Star,WFA318LN,1.5 Tons,1168.9 kWh,18-04-2023,https://amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA318LN/dp/B0BDML494F/ref=sr_1_49?qid=1681800659&s=kitchen&sr=1-49
Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC,73990.0,37%,46499.0,Samsung,AR18CYNAMWK,1.5 Tons,1 kWh,18-04-2023,https://amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CYNAMWK/dp/B0BRQCKLKR/ref=sr_1_50?qid=1681800659&s=kitchen&sr=1-50
"Voltas 1 Ton 3 Star, Inverter Split AC",56990.0,47%,30285.0,Voltas,123V Vectra Elite,1 Tons,1204.5 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-123V-Vectra-Elite/dp/B0BQR2FW4Y/ref=sr_1_52?qid=1681801010&s=kitchen&sr=1-52
Lloyd 1.0 Ton 3 Star Fixed Speed Window AC,43990.0,42%,25690.0,Lloyd,GLW12C3XWSEW,1 Tons,774.11 kWh,18-04-2023,https://amazon.in/Lloyd-Window-Copper-Silver-GLW12C3XWSEW/dp/B0BRKXV3MR/ref=sr_1_53?qid=1681801010&s=kitchen&sr=1-53
Blue Star 0.8 Ton 3 Star Fixed Speed Window AC,30000.0,17%,24990.0,Blue Star,WFA309GN,0.8 Tons,611.54 kWh,18-04-2023,https://amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA309GN/dp/B0BDMN6XJ3/ref=sr_1_55?qid=1681801010&s=kitchen&sr=1-55
LG 2.0 Ton 3 Star AI DUAL Inverter Split AC,85990.0,36%,54990.0,LG,RS-Q24ENXE,2 Tons,1232.78 kWh,18-04-2023,https://amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q24ENXE/dp/B0BQ7GK9HW/ref=sr_1_56?qid=1681801010&s=kitchen&sr=1-56
Panasonic 2 Ton 4 Star Wi-Fi Inverter Smart Split AC,77150.0,29%,54990.0,Panasonic,CS/CU-NU24YKY4W,2 Tons,1075.57 kWh,18-04-2023,https://amazon.in/Panasonic-Convertible-additional-Purification-CU-NU24YKY4W/dp/B0BRHZM946/ref=sr_1_58?qid=1681801010&s=kitchen&sr=1-58
Daikin 1.5 Ton 3 Star Fixed Speed Split AC,55600.0,28%,39990.0,Daikin,FTL50U,1.5 Tons,989.31 kWh,18-04-2023,https://amazon.in/Daikin-Fixed-Copper-Filter-FTL50U/dp/B09R4QLDWK/ref=sr_1_59?qid=1681801010&s=kitchen&sr=1-59
"Voltas 2 Ton 5 Star, Inverter Split AC",93990.0,43%,53999.0,Voltas,245V Vectra Plus,2 Tons,2263.0 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFWM5F9/ref=sr_1_61?qid=1681801010&s=kitchen&sr=1-61
Lloyd 2.0 Ton 3 Star Inverter Split AC,77990.0,40%,46900.0,Lloyd,GLS24I3FWSEV,2 Tons,1261.37 kWh,18-04-2023,https://amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS24I3FWSEV/dp/B0BRKY8MMB/ref=sr_1_64?qid=1681801010&s=kitchen&sr=1-64
Daikin 1.8 Ton 3 Star Inverter Split AC,72900.0,30%,50999.0,Daikin,ATKL60UV16,1.8 Tons,1161.78 kWh,18-04-2023,https://amazon.in/Daikin-Inverter-Copper-Bacterial-ATKL60UV16/dp/B0BK1GTTKC/ref=sr_1_65?qid=1681801010&s=kitchen&sr=1-65
"Whirlpool 2.0 Ton 3 Star, Flexicool Inverter Split AC",78200.0,46%,41990.0,Whirlpool,42382,2 Tons,1209.98 kWh,18-04-2023,https://amazon.in/Whirlpool-Flexicool-Inverter-Convertible-SUPREMECOOL/dp/B0BS6ZT18T/ref=sr_1_66?qid=1681801010&s=kitchen&sr=1-66
Blue Star 2 Ton 3 Star Convertible 5 in 1 Cooling Inverter Split AC,71750.0,33%,48000.0,Blue Star,IC324YNU,2 Tons,1261.37 kWh,18-04-2023,https://amazon.in/Blue-Star-Convertible-Stabalizer-IC324YNU/dp/B0BW985W1N/ref=sr_1_68?qid=1681801010&s=kitchen&sr=1-68
Voltas 2 Ton 5 Star Inverter Split AC,84990.0,31%,58890.0,Voltas,245V EAZS,2 Tons,1030 kWh,18-04-2023,https://amazon.in/Voltas-Inverter-Condenser-245V-EAZS/dp/B0B4WYNW1G/ref=sr_1_69?qid=1681801010&s=kitchen&sr=1-69
Haier 1.5 Ton 5 Star Inverter Split AC,71490.0,41%,41990.0,Haier,HSU18K-PYS5BE-INV,1.5 Tons,271.21 kWh,18-04-2023,https://amazon.in/Haier-Inverter-Convertible-Antibacterial-HSU18K-PYS5BE-INV/dp/B0BSFS7Z5R/ref=sr_1_70?qid=1681801010&s=kitchen&sr=1-70
Lloyd 1.5 Ton 2 Star Fixed Speed Split AC,59990.0,45%,32900.0,Lloyd,GLS18C2XWASS,1.5 Tons,1081.43 kWh,18-04-2023,https://amazon.in/Lloyd-Copper-Anti-Viral-Filter-GLS18C2XWASS/dp/B0BRKY7D8X/ref=sr_1_71?qid=1681801010&s=kitchen&sr=1-71
Daikin 1.5 Ton 3 Star Inverter Split AC,58400.0,33%,38990.0,Daikin,FTKY50UV,1.5 Tons,967.4 kWh,18-04-2023,https://amazon.in/Daikin-Inverter-Copper-Filter-FTKY50UV/dp/B0BXB8W2BM/ref=sr_1_72?qid=1681801010&s=kitchen&sr=1-72
Voltas SAC 123 Vectra Platina Fixed Window AC 1 Ton,35900.0,19%,28990.0,Voltas,4011481,1 Tons,1131.5 kWh,18-04-2023,https://amazon.in/Voltas-Vectra-Platina-Fixed-Window/dp/B0BQYB5YVF/ref=sr_1_75?qid=1681801356&s=kitchen&sr=1-75
Haier 1 Ton 3 Star Inverter Split AC,57490.0,44%,31990.0,Haier,HSU11V-TMS3BE-INV,1 Tons,251.31 kWh,18-04-2023,https://amazon.in/Haier-Inverter-Copper-Antibacterial-HSU11V-TMS3BE-INV/dp/B0BSFQZGXG/ref=sr_1_78?qid=1681801356&s=kitchen&sr=1-78
Blue Star 2 Ton 3 Star Fixed Speed Window AC,59990.0,30%,41990.0,Blue Star,WFA324LN,2 Tons,1453.77 kWh,18-04-2023,https://amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA324LN/dp/B0BDML6FB1/ref=sr_1_79?qid=1681801356&s=kitchen&sr=1-79
AmazonBasics 1 Ton 3 Star Inverter Split AC,50000.0,45%,27490.0,AmazonBasics,AB22INVAC3S06,1 Tons,1131.5 kWh,18-04-2023,https://amazon.in/Amazon-Basics-Inverter-Bacterial-Copper/dp/B0BCGHRM5F/ref=sr_1_81?qid=1681801356&s=kitchen&sr=1-81
Panasonic 1 Ton 4 Star Wi-Fi Inverter Smart Split AC,50600.0,29%,35990.0,Panasonic,CS/CU-NU12YKY4W,1 Tons,601.5 kWh,18-04-2023,https://amazon.in/Panasonic-Convertible-additional-Purification-CU-NU12YKY4W/dp/B0BRHZ5L1Z/ref=sr_1_82?qid=1681801356&s=kitchen&sr=1-82
Panasonic 1.5 Ton 5 Star Wi-Fi Inverter Smart Split AC,76900.0,28%,54990.0,Panasonic,CS/CU-HU18ZKYF,1.5 Tons,774.19 kWh,18-04-2023,https://amazon.in/Panasonic-Convertible-additional-Purification-CU-HU18ZKYF/dp/B0BRJJKXPT/ref=sr_1_83?qid=1681801356&s=kitchen&sr=1-83
"Cruise 1 Ton [Portable Antibacterial Coating, Dust Filter, Air Purifier, Dehumidifier Portable Ac",40900.0,27%,29990.0,Cruise,CPCATF-PQ3S12,1 Tons,1200 kWh,18-04-2023,https://amazon.in/Cruise-Portable-Control-CPCATF-PQ3S12-Exhaust/dp/B08954XBS7/ref=sr_1_84?qid=1681801356&s=kitchen&sr=1-84
Godrej 1.5 Ton 3 Star Inverter Split AC,45900.0,28%,33130.0,Godrej,D01126 SIC18TTC3-IDU,1.5 Tons,981.14 kWh,18-04-2023,https://amazon.in/Godrej-Inverter-Split-18TTC3-WWA-White/dp/B0BTYVYJ21/ref=sr_1_86?qid=1681801356&s=kitchen&sr=1-86
Candy 1.5 Ton 4 Star Dual DC Inverter Split AC,46000.0,32%,31490.0,Candy,C18S4IN,1.5 Tons,997 kWh,18-04-2023,https://amazon.in/Candy-Inverter-Split-Copper-C18S4IN-CG/dp/B09T4T4596/ref=sr_1_87?qid=1681801356&s=kitchen&sr=1-87
ONIDA 1.5 Ton 3 Star Inverter Split AC,43900.0,26%,32490.0,Onida,IR183DAS,1.5 Tons,969.15 kWh,18-04-2023,https://amazon.in/ONIDA-Inverter-Copper-Filter-IR183DAS/dp/B0BQWVR6MJ/ref=sr_1_89?qid=1681801356&s=kitchen&sr=1-89
"Voltas 1 Ton 5 Star, Inverter Split AC",63990.0,37%,40399.0,Voltas,125V Vectra Elite,1 Tons,1277.5 kWh,18-04-2023,https://amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFYBWX9/ref=sr_1_90?qid=1681801356&s=kitchen&sr=1-90
IFB 1.5 Ton 4 Star Gold Series Inverter Split AC,49390.0,28%,35490.0,IFB,CI1844X223G1,1.5 Tons,5210 kWh,18-04-2023,https://amazon.in/IFB-Inverter-Convertible-Cooling-CI1844X223G1/dp/B09R9W6LJR/ref=sr_1_92?qid=1681801356&s=kitchen&sr=1-92
"Voltas 2 Ton 2 Star, Fixed Speed Window AC",47990.0,27%,34999.0,Voltas,242 Vectra Plus,2 Tons,2117.0 kWh,18-04-2023,https://amazon.in/Voltas-Fixed-Window-Copper-VECTRA/dp/B0BBFWYWS9/ref=sr_1_95?qid=1681801356&s=kitchen&sr=1-95
Blue Star 1.5 Ton 5 Star Inverter Window AC,54990.0,24%,41890.0,Blue Star,WIB518LN,1.5 Tons,1082.57 kWh,18-04-2023,https://amazon.in/Blue-Star-Compressor-Technology-WIB518LN/dp/B0BDMPD3JP/ref=sr_1_96?qid=1681801356&s=kitchen&sr=1-96
Samsung 2 Ton 3 Star Wi-fi Enabled Inverter Split AC,83990.0,36%,53490.0,Samsung,AR24CYLZABE,2 Tons,1 kWh,18-04-2023,https://amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR24CYLZABE/dp/B0BRQD4L93/ref=sr_1_97?qid=1681801356&s=kitchen&sr=1-97
ONIDA 1 Ton 3 Star Inverter Split AC,40900.0,24%,30990.0,Onida,IR123DAS,1 Tons,696.69 kWh,18-04-2023,https://amazon.in/ONIDA-Inverter-Copper-Filter-IR123DAS/dp/B0BQWYKD3P/ref=sr_1_98?qid=1681801356&s=kitchen&sr=1-98
Panasonic 1.5 Ton 3 Star Twin-Cool Inverter Split Air Conditioner,37490.0,5%,35490.0,Panasonic,CS/CU-RU18XKYTA,1.5 Tons,1002.72 kWh,18-04-2023,https://amazon.in/Panasonic-Conditioner-Convertible-Anti-Corrosion-CU-RU18XKYTA/dp/B09R4G1ZNJ/ref=sr_1_101?qid=1681801699&s=kitchen&sr=1-101
LG 1.5 Ton 3 Star DUAL Inverter Split AC,64990.0,40%,38990.0,LG,PS-Q18RNXA1,1.5 Tons,852.44 kWh,18-04-2023,https://amazon.in/LG-Convertible-Anti-Virus-Protection-PS-Q18RNXA1/dp/B0BD5GC76Y/ref=sr_1_102?qid=1681801699&s=kitchen&sr=1-102
Voltas 1.4 Ton 5 Star Inverter Adjustable Split AC,79999.0,48%,41980.0,Voltas,175V ADJ,1.4 Tons,830.48 kWh,18-04-2023,https://amazon.in/Voltas-Inverter-Adjustable-175V-ADJ/dp/B08TB54NGQ/ref=sr_1_103?qid=1681801699&s=kitchen&sr=1-103
"Daikin 1.5 Ton 3 Star KATAI Technology, Fixed Speed Split AC",55600.0,27%,40690.0,Daikin,FTL50UV16V7,1.5 Tons,1009.44 kWh,18-04-2023,https://amazon.in/Daikin-KATAI-Technology-Fixed-FTL50UV16V7/dp/B09R8YQBM6/ref=sr_1_106?qid=1681801699&s=kitchen&sr=1-106
Carrier 1 Ton 3 Star Fixed Speed Split AC,54590.0,41%,31990.0,Carrier,CAS12ES3R32F1,1 Tons,727.66 kWh,18-04-2023,https://amazon.in/Carrier-Split-Copper-ESTER-filter/dp/B0B67S3JH9/ref=sr_1_107?qid=1681801699&s=kitchen&sr=1-107
Equator 220V/950W Silver Outdoor Air Conditioner Freestanding Weatherized,49000.0,39%,29990.0,Equator Advanced Appliances,OAC 2500,0.75 Tons,346.75 kWh,18-04-2023,https://amazon.in/Equator-Outdoor-Conditioner-Freestanding-Weatherized/dp/B0BGS1HMT9/ref=sr_1_113?qid=1681801699&s=kitchen&sr=1-113
Blue Star Air Conditioner|1.5 Ton 3 Star|Fixed Speed Split AC|Copper|FC318DNU|2022|White,59990.0,33%,39990.0,Blue Star,FC318DNU,1.5 Tons,394.16 kWh,18-04-2023,https://amazon.in/Blue-Star-Conditioner-Copper-FC318DNU/dp/B0BMB2N36Y/ref=sr_1_117?qid=1681801699&s=kitchen&sr=1-117
"Daikin 2.02 Ton 3 Star, Inverter Split AC",86800.0,28%,62590.0,Daikin,FTKL71UV16,2.02 Tons,1372.85 kWh,18-04-2023,https://amazon.in/Daikin-Inverter-Copper-Filter-FTKL71UV16/dp/B0BHYKCBBK/ref=sr_1_118?qid=1681801699&s=kitchen&sr=1-118
Hitachi 1.5 Ton 5 Star Inverter Split AC,60500.0,30%,42490.0,Hitachi,RSRG518HEEA,1.5 Tons,897.84 kWh,18-04-2023,https://amazon.in/Hitachi-Inverter-Copper-Filter-RSRG518HEEA/dp/B08Z47LWL4/ref=sr_1_119?qid=1681801699&s=kitchen&sr=1-119
Daikin 1 Ton 5 Star Inverter Split AC,58800.0,31%,40773.0,Daikin,FTKR35U,1 Tons,523.54 kWh,18-04-2023,https://amazon.in/Daikin-Inverter-Copper-Filter-FTKR35U/dp/B09R4RJ4F2/ref=sr_1_122?qid=1681801699&s=kitchen&sr=1-122
